model,condition,idx,cluster,answer_words,pc1,pc2
base_llama,glass_blur,3009,9,258,0.06495296569836763,-0.15800296096761784
base_llama,glass_blur,3010,8,32,0.04433329928680727,-0.10540153489711608
base_llama,glass_blur,3011,2,98,0.03237423215799725,-0.10440137962148299
base_llama,glass_blur,3012,7,373,0.035573461071471135,-0.09686255415539285
base_llama,glass_blur,3013,6,78,0.02392881988078767,-0.07737580278968383
base_llama,glass_blur,3014,5,980,0.0068431566494774835,-0.02097321658251915
base_llama,glass_blur,3015,8,18,0.08538706530488506,-0.09025081160535725
base_llama,glass_blur,3016,2,91,0.024636189822524225,-0.073901639754015
base_llama,glass_blur,3017,5,65,0.013039831383683545,-0.04256489032086475
base_llama,glass_blur,3018,2,145,0.03792897887408294,-0.12193253289046745
base_llama,glass_blur,3019,5,105,0.012629448769525027,-0.03896937006282064
base_llama,glass_blur,3020,8,131,0.10567759526028708,-0.13960285637806658
base_llama,glass_blur,4001,8,32,0.11731448787184841,-0.07828514647987743
base_llama,glass_blur,4002,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,4003,7,89,0.03584842516661635,-0.11407065690946876
base_llama,glass_blur,4004,0,93,0.02910627503790418,-0.09293656502594817
base_llama,glass_blur,4005,6,184,0.03987050841965097,-0.1295466761049587
base_llama,glass_blur,4006,3,55,0.08952787639321855,-0.09708311099423113
base_llama,glass_blur,4007,2,34,0.02445201135328211,-0.07992909525289739
base_llama,glass_blur,4008,7,202,0.08575036105679809,-0.17005358995871456
base_llama,glass_blur,4009,9,375,0.1294608265353509,-0.19640714247758195
base_llama,glass_blur,4010,9,56,0.04120247995557057,-0.061616357816151886
base_llama,glass_blur,4011,2,107,0.036731022945085116,-0.11543019965875603
base_llama,glass_blur,4012,7,272,0.12732037555307743,-0.14868001286653051
base_llama,glass_blur,4013,6,118,0.03366561698716169,-0.11128739547554971
base_llama,glass_blur,4014,5,75,0.07132105899738986,-0.12705979136059883
base_llama,glass_blur,4015,5,1239,0.011793512786090482,-0.03601587679987821
base_llama,glass_blur,4016,7,83,0.0327202985120532,-0.0994316485854356
base_llama,glass_blur,4017,5,211,0.025185057097694936,-0.0735502060997439
base_llama,glass_blur,4018,7,86,0.020753708611203337,-0.06455283892114173
base_llama,glass_blur,5001,5,115,0.020718695013917914,-0.06656323407708867
base_llama,glass_blur,5002,5,66,0.08596507440958147,-0.07861478549157364
base_llama,glass_blur,5003,5,13,0.36477468333933794,0.13912530590765784
base_llama,glass_blur,5004,1,15,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,5005,8,81,0.03825439681385923,-0.10561097297619514
base_llama,glass_blur,5006,5,322,0.048728931804758326,-0.12599117506051177
base_llama,glass_blur,5007,5,361,0.04322044773068756,-0.09081158072374883
base_llama,glass_blur,5008,2,81,0.040698664596603956,-0.07121971600262342
base_llama,glass_blur,5009,1,15,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,5010,7,458,0.041701497911802506,-0.11677165390111134
base_llama,glass_blur,5011,5,243,0.03322237015250105,-0.10487934415209482
base_llama,glass_blur,5012,9,213,0.03375078197335063,-0.11135300318554742
base_llama,glass_blur,5013,5,1031,0.005527109367423233,-0.01583208650790661
base_llama,glass_blur,5014,5,79,0.024620193098810344,-0.07976243178259118
base_llama,glass_blur,5015,5,124,0.031239505966733114,-0.09781539990474748
base_llama,glass_blur,5016,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,6001,2,196,0.04458988107761234,-0.14543150154726808
base_llama,glass_blur,6002,6,217,0.02904389725008061,-0.09553681510175188
base_llama,glass_blur,6003,5,382,0.06730329019712764,-0.15019265758830597
base_llama,glass_blur,6004,9,269,0.042972374385156685,-0.12416655147112815
base_llama,glass_blur,6005,9,91,0.08046870285889506,-0.16121527017359963
base_llama,glass_blur,6006,7,353,0.05903267037898723,-0.18006949318688198
base_llama,glass_blur,6007,9,224,0.0715230699120036,-0.1497132253390565
base_llama,glass_blur,6008,9,288,0.11505559572710869,-0.19135679702860298
base_llama,glass_blur,6009,6,84,0.025183141477712893,-0.08498523392972372
base_llama,glass_blur,6010,9,284,0.048775290846324225,-0.14658828422804301
base_llama,glass_blur,6011,9,65,0.10525137827847282,-0.14914516312417656
base_llama,glass_blur,6012,5,85,0.01812919817606811,-0.0600224810309155
base_llama,glass_blur,6013,8,23,0.0423193528319248,-0.11575582394465223
base_llama,glass_blur,6014,2,10,0.01892577151206437,-0.06312147449504643
base_llama,glass_blur,6015,5,71,0.025716417929139375,-0.08328747057999134
base_llama,glass_blur,6016,9,344,0.08927629199953428,-0.22946165492141615
base_llama,glass_blur,6017,9,427,0.09037847661401956,-0.20267440683747662
base_llama,glass_blur,6018,2,104,0.07648534452481381,-0.12122953362144533
base_llama,glass_blur,7001,7,42,0.024395902520360422,-0.07714804473287315
base_llama,glass_blur,7002,0,277,0.021238369642568592,-0.07246802579968754
base_llama,glass_blur,7003,5,128,0.013417072981726256,-0.045861819122044026
base_llama,glass_blur,7004,5,472,0.019417183630387802,-0.061307000391218544
base_llama,glass_blur,7005,9,417,0.04262052264060325,-0.11885992865625475
base_llama,glass_blur,7006,7,320,0.08447687629842153,-0.22055796760201898
base_llama,glass_blur,7007,0,454,0.06814002392364481,-0.12436012319034147
base_llama,glass_blur,7008,2,149,0.05031219875678742,-0.10460776699237631
base_llama,glass_blur,7009,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,7010,9,111,0.054009384236625234,-0.15996530728116087
base_llama,glass_blur,7011,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,7012,7,229,0.04344364467247621,-0.1134068836550857
base_llama,glass_blur,7013,5,101,0.05405221589634052,-0.10574279276002305
base_llama,glass_blur,7014,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,7015,9,423,0.08210989010151104,-0.23764003999566352
base_llama,glass_blur,7016,5,71,0.07912360057196742,-0.14001226019882101
base_llama,glass_blur,7017,5,96,0.021780454668864857,-0.07384284251561123
base_llama,glass_blur,7018,9,104,0.03115792274730047,-0.09021325731188945
base_llama,glass_blur,7019,7,330,0.02218165400240269,-0.07063223190882231
base_llama,glass_blur,7020,2,73,0.016174934902159106,-0.05446014965459517
base_llama,glass_blur,8001,7,174,0.04230684277030012,-0.13356230138708114
base_llama,glass_blur,8002,2,66,0.019219329258315133,-0.06222391295467862
base_llama,glass_blur,8003,2,81,0.030963030141185875,-0.10130481580141698
base_llama,glass_blur,8004,8,194,0.10184283431581238,-0.1496490158542818
base_llama,glass_blur,8005,8,123,0.029152314406370988,-0.08190616301693725
base_llama,glass_blur,8006,5,21,0.003972190482042106,-0.014711753972574664
base_llama,glass_blur,8007,0,208,0.023558212820891353,-0.07975020518594576
base_llama,glass_blur,8008,2,70,0.026369010993300423,-0.0812393148630108
base_llama,glass_blur,8009,8,25,0.12340662126010876,-0.08886559690364769
base_llama,glass_blur,8010,2,71,0.0333326860846642,-0.10625261374829702
base_llama,glass_blur,8011,8,170,0.04181806279470423,-0.12894463385841923
base_llama,glass_blur,8012,9,100,0.05370253110197826,-0.1568356514812492
base_llama,glass_blur,8013,1,14,0.9421449429585216,0.3250097863166272
base_llama,glass_blur,8014,2,451,0.07840211597794855,-0.14928928272944525
base_llama,glass_blur,8015,0,19,0.006265103932140928,-0.01963366431172422
base_llama,glass_blur,8016,7,186,0.06452258946625102,-0.15123991610637108
base_llama,glass_blur,8017,9,241,0.06886872882860934,-0.14662781434175548
base_llama,glass_blur,9001,2,71,0.02387835398020014,-0.08005162575837062
base_llama,glass_blur,9002,0,131,0.0417357836089356,-0.13701467031014558
base_llama,glass_blur,9003,2,46,0.025430804367066105,-0.07991781088719768
base_llama,glass_blur,9004,4,334,0.07536610968616379,-0.13466258314633373
base_llama,glass_blur,9005,2,56,0.04012168664012149,-0.12762938941642632
base_llama,glass_blur,9006,7,316,0.10346164528500448,-0.1763534617616271
base_llama,glass_blur,9007,2,154,0.04757440638361832,-0.15389385034072212
base_llama,glass_blur,9008,5,104,0.03484728664743104,-0.105075428106421
base_llama,glass_blur,9009,7,93,0.040211863552578796,-0.12215191878658219
base_llama,glass_blur,9010,9,235,0.1283121501498966,-0.15181625993199208
base_llama,glass_blur,9011,2,68,0.06079280094762941,-0.1773137581478005
base_llama,glass_blur,9012,9,95,0.08192976475161694,-0.17194168089484266
base_llama,glass_blur,9013,7,85,0.062022721498944014,-0.11249158182376817
base_llama,glass_blur,9014,0,443,0.0931849597482238,-0.17020332004796268
base_llama,glass_blur,9015,2,61,0.03849881967047511,-0.12114102421312241
base_llama,glass_blur,9016,4,111,0.04400331357136892,-0.13663010915071008
base_llama,glass_blur,9017,2,51,0.015527737099037079,-0.044297779718395755
base_llama,glass_blur,9018,7,67,0.037658290822375096,-0.1083320950680844
base_llama,glass_blur,9019,4,450,0.07251657208186801,-0.1626130867383051
base_llama,glass_blur,9020,7,248,0.07833684369304618,-0.16734710521878385
base_llama,glass_blur,9021,9,117,0.08022745311999951,-0.1784067886157261
llava_cot,glass_blur,1001,7,115,0.051740461514388957,-0.15900231981402263
llava_cot,glass_blur,1002,7,106,0.07520363749518849,-0.16745595491747264
llava_cot,glass_blur,1003,2,116,0.03750533274524251,-0.11484122709701872
llava_cot,glass_blur,1004,2,98,0.03765856931569416,-0.11655971409233921
llava_cot,glass_blur,1005,8,54,0.11348421883265168,-0.09934948667846662
llava_cot,glass_blur,1006,5,15,0.005096189984446068,-0.016383451693182772
llava_cot,glass_blur,1007,2,115,0.037235771117779266,-0.11701834632101588
llava_cot,glass_blur,1008,7,150,0.0255040655947169,-0.08217277842668998
llava_cot,glass_blur,1009,6,158,0.04095345614935021,-0.1298619034484954
llava_cot,glass_blur,1010,8,65,0.0635739098454588,-0.10522468170233641
llava_cot,glass_blur,1011,8,11,0.03988088756938041,-0.0921372736027579
llava_cot,glass_blur,1012,9,82,0.03326814092554324,-0.09774661928278686
llava_cot,glass_blur,1013,5,0,0.001907353721254676,-0.007214076586997682
llava_cot,glass_blur,1014,8,45,0.05179705580988534,-0.14098900859275398
llava_cot,glass_blur,1015,8,103,0.029615981233146123,-0.09079713819811853
llava_cot,glass_blur,1016,7,210,0.044376883927156496,-0.13855598286553053
llava_cot,glass_blur,1017,8,96,0.0981315910308876,-0.15495259306933434
llava_cot,glass_blur,1018,2,97,0.08314589791522568,-0.08578386434218575
llava_cot,glass_blur,1019,0,93,0.03111937934269814,-0.057941518435077624
llava_cot,glass_blur,2001,6,83,0.037505291045242896,-0.11887648004757569
llava_cot,glass_blur,2002,7,34,0.02023263641611149,-0.060544348993392255
llava_cot,glass_blur,2003,5,13,0.004883308554451673,-0.017603612709474123
llava_cot,glass_blur,2004,8,39,0.04935194825626624,-0.12445879069494441
llava_cot,glass_blur,2005,5,18,0.0073583867430831035,-0.017383667010049342
llava_cot,glass_blur,2006,6,208,0.03353916624883035,-0.0807072666755748
llava_cot,glass_blur,2007,0,220,0.03900072266066125,-0.13201752960229732
llava_cot,glass_blur,2008,6,97,0.036480826419112995,-0.11065506793749474
llava_cot,glass_blur,2009,6,96,0.04480762783451234,-0.1370586784141642
llava_cot,glass_blur,2010,6,289,0.10631720294592693,-0.16706850607566526
llava_cot,glass_blur,2011,2,230,0.015232690505281105,-0.05414192835158165
llava_cot,glass_blur,2012,5,0,0.0010744892795328774,-0.004306949760822543
llava_cot,glass_blur,2013,2,88,0.027597664158335727,-0.08230976853183343
llava_cot,glass_blur,2014,8,187,0.061797232364631395,-0.11300366109904575
llava_cot,glass_blur,2015,8,104,0.06716633051071304,-0.12975447375362062
llava_cot,glass_blur,2016,0,69,0.024311117990880215,-0.0784698629612652
llava_cot,glass_blur,2017,2,106,0.07975416011886234,-0.06874868342343736
llava_cot,glass_blur,2018,6,131,0.07557861436221566,-0.1485164566659567
llava_cot,glass_blur,3001,3,102,0.08776921793882907,-0.09157120494914377
llava_cot,glass_blur,3002,6,151,0.04533046685105002,-0.11226920706432383
llava_cot,glass_blur,3003,2,85,0.02905134938816398,-0.09509381584283087
llava_cot,glass_blur,3004,5,88,0.009119537770664652,-0.029886523605337258
llava_cot,glass_blur,3005,5,0,0.001907353721254676,-0.007214076586997682
llava_cot,glass_blur,3006,8,41,0.045940724957138544,-0.12682371308235527
llava_cot,glass_blur,3007,4,95,0.049227463853635814,-0.08931214494738836
llava_cot,glass_blur,3008,7,126,0.03555320826586446,-0.11030048352794908
llava_cot,glass_blur,3009,9,184,0.07936401308176702,-0.15703300890020624
llava_cot,glass_blur,3010,2,45,0.028039349237115024,-0.0854430137915159
llava_cot,glass_blur,3011,2,1,0.0023386322881897535,-0.009359816818872367
llava_cot,glass_blur,3012,7,150,0.04623370106213035,-0.10691731278071559
llava_cot,glass_blur,3013,6,54,0.01993643495280747,-0.06364568925560316
llava_cot,glass_blur,3014,5,86,0.01388679603088225,-0.04197443602643811
llava_cot,glass_blur,3015,7,100,0.05092312773136693,-0.09878871985265536
llava_cot,glass_blur,3016,2,57,0.029770771469544946,-0.09014199652155104
llava_cot,glass_blur,3017,5,57,0.012288262249494352,-0.037597251422646444
llava_cot,glass_blur,3018,2,78,0.027400406516737547,-0.09056868301213077
llava_cot,glass_blur,3019,5,20,0.006448981313994828,-0.020610749566258878
llava_cot,glass_blur,3020,4,69,0.13171187348894106,-0.08593340645718062
llava_cot,glass_blur,4001,2,82,0.03071238007718095,-0.09325641762471695
llava_cot,glass_blur,4002,2,25,0.04094113580794974,-0.11798787484152126
llava_cot,glass_blur,4003,7,137,0.050929112400168786,-0.1546769682450409
llava_cot,glass_blur,4004,0,65,0.046656107872202875,-0.07828057801906602
llava_cot,glass_blur,4005,6,1,0.017093338230057924,-0.05902391493215092
llava_cot,glass_blur,4006,3,80,0.06805140159512874,-0.1292321172140461
llava_cot,glass_blur,4007,5,109,0.028386387488503983,-0.08960428477468432
llava_cot,glass_blur,4008,7,126,0.04618414463981264,-0.13000242542755053
llava_cot,glass_blur,4009,9,115,0.046427155298630465,-0.1365732196151634
llava_cot,glass_blur,4010,9,102,0.05914173901795868,-0.09113741030962746
llava_cot,glass_blur,4011,2,86,0.0395605156985738,-0.1194962222309281
llava_cot,glass_blur,4012,0,92,0.02386839277973181,-0.08067868158950492
llava_cot,glass_blur,4013,5,1,0.0024245044586968987,-0.007975512726120014
llava_cot,glass_blur,4014,5,2,0.003534726227029783,-0.013009553611775264
llava_cot,glass_blur,4015,5,0,0.0,0.0
llava_cot,glass_blur,4016,7,86,0.02839917745685459,-0.08946200981185631
llava_cot,glass_blur,4017,2,93,0.03638463338855571,-0.1114862488950614
llava_cot,glass_blur,4018,7,126,0.04517180234357601,-0.1386790879917885
llava_cot,glass_blur,5001,5,10,0.004534338988247367,-0.01681122182426281
llava_cot,glass_blur,5002,7,84,0.028576136790204026,-0.083022748153114
llava_cot,glass_blur,5003,5,18,0.0038051801085644253,-0.012020256659104254
llava_cot,glass_blur,5004,5,149,0.029515474026254672,-0.08969726101688723
llava_cot,glass_blur,5005,8,32,0.03508536501865494,-0.0979491455849788
llava_cot,glass_blur,5006,5,133,0.03416870524111649,-0.10973518902311218
llava_cot,glass_blur,5007,5,131,0.0809076778057521,-0.09041554685323176
llava_cot,glass_blur,5008,2,133,0.027963958163274058,-0.08673315588892659
llava_cot,glass_blur,5009,7,79,0.02752236166826061,-0.08840980438450273
llava_cot,glass_blur,5010,5,210,0.035916425011673615,-0.11486544733280003
llava_cot,glass_blur,5011,5,17,0.011267265666562255,-0.03302154589500545
llava_cot,glass_blur,5012,9,132,0.029863119384916693,-0.09299157794554772
llava_cot,glass_blur,5013,5,17,0.004627249972619341,-0.011974774079903815
llava_cot,glass_blur,5014,5,101,0.032251217535013976,-0.10405227889053088
llava_cot,glass_blur,5015,5,59,0.029974929529034723,-0.09339831692840236
llava_cot,glass_blur,5016,7,6,0.1306874748515048,-0.023432039055260742
llava_cot,glass_blur,6001,2,37,0.04212478781209182,-0.12205202050527361
llava_cot,glass_blur,6002,6,8,0.01375663243266858,-0.04792161685092094
llava_cot,glass_blur,6003,5,135,0.029737301922787066,-0.09176561563604567
llava_cot,glass_blur,6004,9,242,0.11131567230994037,-0.17935668584873482
llava_cot,glass_blur,6005,9,129,0.07767049840829915,-0.15632183504921085
llava_cot,glass_blur,6006,7,107,0.033873679339607755,-0.10558949644015589
llava_cot,glass_blur,6007,9,311,0.07499079732746775,-0.1628260187767202
llava_cot,glass_blur,6008,8,39,0.04620228286882534,-0.1273722572327558
llava_cot,glass_blur,6009,5,7,0.010042522692359883,-0.03853367316567166
llava_cot,glass_blur,6010,5,100,0.03467778951831384,-0.10537513961501782
llava_cot,glass_blur,6011,9,91,0.06644645096059558,-0.12939541347079342
llava_cot,glass_blur,6012,5,77,0.024533686946725485,-0.076824486342285
llava_cot,glass_blur,6013,8,69,0.06518496050324692,-0.11789671114535853
llava_cot,glass_blur,6014,2,69,0.022620191497257636,-0.07825721528619334
llava_cot,glass_blur,6015,5,38,0.020946818661944977,-0.06738476726061055
llava_cot,glass_blur,6016,9,199,0.08813224268702598,-0.153404685875463
llava_cot,glass_blur,6017,9,150,0.04126361040515294,-0.12497028167039767
llava_cot,glass_blur,6018,2,101,0.09525357217153138,-0.10519447547465267
llava_cot,glass_blur,7001,7,121,0.04557519186171267,-0.14226620654589697
llava_cot,glass_blur,7002,0,364,0.029852960056396805,-0.0785935145366552
llava_cot,glass_blur,7003,5,85,0.01667194626287381,-0.05500210827594392
llava_cot,glass_blur,7004,5,94,0.015539107254038379,-0.04868975730156306
llava_cot,glass_blur,7005,9,156,0.03615572720054743,-0.11236807727834361
llava_cot,glass_blur,7006,9,253,0.11060008442222852,-0.21992858846160507
llava_cot,glass_blur,7007,0,94,0.07355720947708626,-0.10609743531359445
llava_cot,glass_blur,7008,2,114,0.11727962758529377,-0.14979896668836593
llava_cot,glass_blur,7009,9,171,0.04743462422357727,-0.14634803675301658
llava_cot,glass_blur,7010,8,50,0.04552120226461147,-0.12660496198538462
llava_cot,glass_blur,7011,8,16,0.03642536090539636,-0.10089395308611622
llava_cot,glass_blur,7012,7,239,0.06463956041728657,-0.15058776061974222
llava_cot,glass_blur,7013,8,46,0.0689377000548141,-0.1070029328089446
llava_cot,glass_blur,7014,9,25,0.07033034768505028,-0.08175230398626669
llava_cot,glass_blur,7015,9,182,0.0813774454996839,-0.16747812387424796
llava_cot,glass_blur,7016,5,45,0.027919320211734447,-0.07695813324996563
llava_cot,glass_blur,7017,5,7,0.0036047031177071152,-0.013666316540261946
llava_cot,glass_blur,7018,8,29,0.19433405984323204,-0.014400374545832526
llava_cot,glass_blur,7019,3,136,0.037942196205834715,-0.11161330452462637
llava_cot,glass_blur,7020,2,58,0.017252645660454553,-0.05509270550659476
llava_cot,glass_blur,8001,7,92,0.02704748060175282,-0.08596925601684334
llava_cot,glass_blur,8002,0,136,0.02748334681851347,-0.0917983050577174
llava_cot,glass_blur,8003,2,111,0.030825624403997078,-0.08989108741671005
llava_cot,glass_blur,8004,8,57,0.04532394732354042,-0.12715455198334402
llava_cot,glass_blur,8005,8,96,0.03882889524256919,-0.0713284640768877
llava_cot,glass_blur,8006,5,55,0.01761187264758856,-0.05997923532128702
llava_cot,glass_blur,8007,0,643,0.02517221072461621,-0.08692485683574358
llava_cot,glass_blur,8008,0,189,0.05146590973145458,-0.10758065832628783
llava_cot,glass_blur,8009,2,80,0.052877613062379564,-0.15480892608455374
llava_cot,glass_blur,8010,2,27,0.022625062724102307,-0.07383594277606215
llava_cot,glass_blur,8011,8,123,0.073614731709005,-0.12185465142545233
llava_cot,glass_blur,8012,8,14,0.024909879839949457,-0.06177893020059823
llava_cot,glass_blur,8013,9,192,0.05197436553858442,-0.15546142372557326
llava_cot,glass_blur,8014,2,208,0.05936135698716709,-0.09873581892362374
llava_cot,glass_blur,8015,5,1,0.0,0.0
llava_cot,glass_blur,8016,7,181,0.07892834346138625,-0.15543283080220402
llava_cot,glass_blur,8017,9,114,0.03456007117719196,-0.10345237050497443
llava_cot,glass_blur,9001,2,12,0.013898431577507442,-0.04429239515231875
llava_cot,glass_blur,9002,0,101,0.03357890746491682,-0.11450491265431186
llava_cot,glass_blur,9003,2,129,0.026717457861725354,-0.08953043641747284
llava_cot,glass_blur,9004,4,240,0.05379396919126239,-0.11801391788499974
llava_cot,glass_blur,9005,2,50,0.035821593600261534,-0.1120410789520033
llava_cot,glass_blur,9006,7,181,0.0729167122080279,-0.13658119814761918
llava_cot,glass_blur,9007,6,2,0.010631222641698907,-0.038622750449608466
llava_cot,glass_blur,9008,0,141,0.04372022578393439,-0.0971301160375747
llava_cot,glass_blur,9009,7,48,0.03829844325708392,-0.11652787571993543
llava_cot,glass_blur,9010,9,155,0.07709975606205333,-0.13397927888876315
llava_cot,glass_blur,9011,2,73,0.034715548806026515,-0.10667938214330401
llava_cot,glass_blur,9012,7,6,0.1306874748515048,-0.023432039055260742
llava_cot,glass_blur,9013,2,25,0.044164126583739506,-0.1291853034762712
llava_cot,glass_blur,9014,0,99,0.029460435025329454,-0.09500471004712319
llava_cot,glass_blur,9015,5,4,0.0007935950895864495,-0.0028012790686988104
llava_cot,glass_blur,9016,4,263,0.08408978630037152,-0.19145136106686772
llava_cot,glass_blur,9017,2,32,0.008429407370234935,-0.02494630913617345
llava_cot,glass_blur,9018,7,51,0.04142131611128177,-0.1202956620597918
llava_cot,glass_blur,9019,4,230,0.0350244073496082,-0.11023675555854685
llava_cot,glass_blur,9020,7,261,0.0931375124110782,-0.15806865298019343
llava_cot,glass_blur,9021,4,150,0.05981867866905887,-0.13446271568492085
qwen2_5_vl,glass_blur,1001,9,221,0.0892625689084611,-0.18707490718172323
qwen2_5_vl,glass_blur,1002,7,384,0.07550858737918678,-0.2028497371622831
qwen2_5_vl,glass_blur,1003,7,55,0.04357350593630871,-0.13004761785119437
qwen2_5_vl,glass_blur,1004,9,260,0.07902740054926033,-0.16948039789852853
qwen2_5_vl,glass_blur,1005,9,244,0.1354787365500623,-0.21901072230268734
qwen2_5_vl,glass_blur,1006,5,9,0.010038558283152593,-0.031321742954440485
qwen2_5_vl,glass_blur,1007,2,169,0.040362462008242256,-0.11685958498848797
qwen2_5_vl,glass_blur,1008,7,128,0.033623069796802116,-0.10481885427739236
qwen2_5_vl,glass_blur,1009,6,185,0.038026947321953865,-0.12002156246755326
qwen2_5_vl,glass_blur,1010,2,110,0.06128113412902285,-0.12033448951713098
qwen2_5_vl,glass_blur,1011,0,254,0.05701607977560566,-0.1791899708951011
qwen2_5_vl,glass_blur,1012,7,179,0.04967443772975935,-0.14768597291755994
qwen2_5_vl,glass_blur,1013,2,80,0.10768875143521539,-0.10132948340541915
qwen2_5_vl,glass_blur,1014,2,114,0.045708473493211374,-0.09945850341072
qwen2_5_vl,glass_blur,1015,8,129,0.046394458825409136,-0.13829718824257717
qwen2_5_vl,glass_blur,1016,7,143,0.03709610590661365,-0.11714277262739173
qwen2_5_vl,glass_blur,1017,8,156,0.07996473079863307,-0.17589596059133825
qwen2_5_vl,glass_blur,1018,2,156,0.050753763817873464,-0.11970779872926186
qwen2_5_vl,glass_blur,1019,0,274,0.034926040044926124,-0.0946622325327721
qwen2_5_vl,glass_blur,2001,6,137,0.052701524600202734,-0.12125284737041604
qwen2_5_vl,glass_blur,2002,0,15,0.015590209723339868,-0.04593680213763305
qwen2_5_vl,glass_blur,2003,2,212,0.026600201824196656,-0.08465938707725938
qwen2_5_vl,glass_blur,2004,0,240,0.1029980037508575,-0.15836251705054963
qwen2_5_vl,glass_blur,2005,5,30,0.011906064090823414,-0.038056502784321974
qwen2_5_vl,glass_blur,2006,6,205,0.06057485222725179,-0.09493727959405145
qwen2_5_vl,glass_blur,2007,0,490,0.05467751060762139,-0.1808111877937728
qwen2_5_vl,glass_blur,2008,6,296,0.08882021264300625,-0.21616202880650068
qwen2_5_vl,glass_blur,2009,6,256,0.09246977225764126,-0.17039467678210773
qwen2_5_vl,glass_blur,2010,6,401,0.11640209144566242,-0.16997148516886593
qwen2_5_vl,glass_blur,2011,2,516,0.019098311357146843,-0.06521323316345208
qwen2_5_vl,glass_blur,2012,4,146,0.011391458655035776,-0.0374873408176074
qwen2_5_vl,glass_blur,2013,2,109,0.04113942789818585,-0.12860537566653793
qwen2_5_vl,glass_blur,2014,8,455,0.044761360477986976,-0.11767150138273368
qwen2_5_vl,glass_blur,2015,2,213,0.038474602301502195,-0.11326921280892395
qwen2_5_vl,glass_blur,2016,0,344,0.06872291616084368,-0.18605813559432627
qwen2_5_vl,glass_blur,2017,2,201,0.05421318288476464,-0.13137181932877628
qwen2_5_vl,glass_blur,2018,6,331,0.08786282307996911,-0.18874742385780205
qwen2_5_vl,glass_blur,3001,3,269,0.06599185229994257,-0.1351188974147464
qwen2_5_vl,glass_blur,3002,6,256,0.07195889649548663,-0.15420426186052538
qwen2_5_vl,glass_blur,3003,2,210,0.0378190183307151,-0.11885760181312059
qwen2_5_vl,glass_blur,3004,5,75,0.009713029437249051,-0.030936757455506288
qwen2_5_vl,glass_blur,3005,2,69,0.03342484561743103,-0.10587879906353673
qwen2_5_vl,glass_blur,3006,2,94,0.04972078313382652,-0.05270539904464336
qwen2_5_vl,glass_blur,3007,4,344,0.07767174876602002,-0.1551788586004686
qwen2_5_vl,glass_blur,3008,7,82,0.05976286085119824,-0.11132685595581587
qwen2_5_vl,glass_blur,3009,9,503,0.07997156537182647,-0.20070502237877116
qwen2_5_vl,glass_blur,3010,7,124,0.052321476156331787,-0.15632217584975414
qwen2_5_vl,glass_blur,3011,2,183,0.033746188171588504,-0.10842095707459883
qwen2_5_vl,glass_blur,3012,7,253,0.052220621358491384,-0.16116288526282807
qwen2_5_vl,glass_blur,3013,6,98,0.02991076098452341,-0.09278079765760437
qwen2_5_vl,glass_blur,3014,5,251,0.020835860953700772,-0.04465092637100983
qwen2_5_vl,glass_blur,3015,7,251,0.062022649964065465,-0.18859469982456684
qwen2_5_vl,glass_blur,3016,2,131,0.04846391519594798,-0.14852804303377423
qwen2_5_vl,glass_blur,3017,5,183,0.05745674738440102,-0.10449901639998573
qwen2_5_vl,glass_blur,3018,2,289,0.06967069169107327,-0.18231595479665377
qwen2_5_vl,glass_blur,3019,5,320,0.013956397012344841,-0.044648695191197664
qwen2_5_vl,glass_blur,3020,4,212,0.0579954940076558,-0.13392785930578685
qwen2_5_vl,glass_blur,4001,2,157,0.05181788625710373,-0.16145207072973777
qwen2_5_vl,glass_blur,4002,2,324,0.04283753843756621,-0.13434933067584506
qwen2_5_vl,glass_blur,4003,6,372,0.045430474021645996,-0.13649604429579526
qwen2_5_vl,glass_blur,4004,0,252,0.05445448671884714,-0.14590633178941806
qwen2_5_vl,glass_blur,4005,6,138,0.03689224304834265,-0.11992585988124453
qwen2_5_vl,glass_blur,4006,3,253,0.08312459699469701,-0.15674254327409193
qwen2_5_vl,glass_blur,4007,2,325,0.053421937995488576,-0.15963212063956975
qwen2_5_vl,glass_blur,4008,7,88,0.0736472322718307,-0.14266968762934287
qwen2_5_vl,glass_blur,4009,9,250,0.06508216539592476,-0.16005505589434252
qwen2_5_vl,glass_blur,4010,9,279,0.05253541659233823,-0.15601712612856994
qwen2_5_vl,glass_blur,4011,2,227,0.07785359068905658,-0.17108089923250852
qwen2_5_vl,glass_blur,4012,0,460,0.06782230867869894,-0.19411053407867154
qwen2_5_vl,glass_blur,4013,6,130,0.057527036260557496,-0.13553913663820588
qwen2_5_vl,glass_blur,4014,5,107,0.03362520058048935,-0.1033961682481983
qwen2_5_vl,glass_blur,4015,4,324,0.023688687114089828,-0.07438702597529835
qwen2_5_vl,glass_blur,4016,7,338,0.06351623953580125,-0.12943190555074285
qwen2_5_vl,glass_blur,4017,4,414,0.024866299939661593,-0.07923748094468987
